cfg,dia,minZ,theta_deg,fs_planos,poa_planta_Wm2
0,21-jun,1040,-16.75,0.00000000e+0,863.988082
0,21-jun,1040,-16.5,0.00000000e+0,864.355779
0,21-jun,1040,-16.25,0.00000000e+0,864.708236
0,21-jun,1040,-16,0.00000000e+0,865.045454
0,21-jun,1040,-15.75,0.00000000e+0,865.367434
0,21-jun,1040,-15.5,0.00000000e+0,865.674179
0,21-jun,1040,-15.25,0.00000000e+0,865.965691
0,21-jun,1040,-15,0.00000000e+0,866.241975
0,21-jun,1040,-14.75,0.00000000e+0,866.503034
0,21-jun,1040,-14.5,0.00000000e+0,866.748875
0,21-jun,1040,-14.25,0.00000000e+0,866.979503
0,21-jun,1040,-14,0.00000000e+0,867.194926
0,21-jun,1040,-13.75,0.00000000e+0,867.395150
0,21-jun,1040,-13.5,0.00000000e+0,867.580186
0,21-jun,1040,-13.25,0.00000000e+0,867.750044
0,21-jun,1040,-13,0.00000000e+0,867.904734
0,21-jun,1040,-12.75,0.00000000e+0,868.044269
0,21-jun,1040,-12.5,0.00000000e+0,868.168661
0,21-jun,1040,-12.25,0.00000000e+0,868.277927
0,21-jun,1040,-12,0.00000000e+0,868.372081
0,21-jun,1040,-11.75,0.00000000e+0,868.451141
0,21-jun,1040,-11.5,0.00000000e+0,868.515127
0,21-jun,1040,-11.25,0.00000000e+0,868.564058
0,21-jun,1040,-11,0.00000000e+0,868.597956
0,21-jun,1040,-10.75,0.00000000e+0,868.616846
0,21-jun,1040,-10.5,0.00000000e+0,868.620754
0,21-jun,1040,-10.25,0.00000000e+0,868.609707
0,21-jun,1040,-10,0.00000000e+0,868.583735
0,21-jun,1040,-9.75,0.00000000e+0,868.542871
0,21-jun,1040,-9.5,0.00000000e+0,868.487150
0,21-jun,1040,-9.25,0.00000000e+0,868.416608
