datetime;main_state;backtracking;wind_from_east;active_security_position;angle;target_angle;soc;remaining_capacity;ps_voltage;ps_current;voltage;current;motor_voltage;motor_current;motor_current_peak;motor_state;motor_pwm;daily_motor_power_consumption;pcb_temp;battery_temp;alarms_1;alarms_2;hw_alarms;system_monitor_status;system_monitor_flags;power_section_alarms
2026-08-07 00:00:03;OFF;false;false;0;54.70;-5.00;95;5558;0;1;26576;-24;0;0;0;OFF;0.00;0;24.9;23.8;0;0;0;0;32801;0
2026-08-07 00:00:13;OFF;false;false;0;54.60;-5.00;95;5558;0;1;26576;-25;0;0;0;OFF;0.00;0;24.9;23.7;0;0;0;0;32801;0
2026-08-07 00:00:23;OFF;false;false;0;54.60;-5.00;95;5558;0;1;26576;-25;0;0;0;OFF;0.00;0;24.9;23.8;0;0;0;0;32801;0
2026-08-07 00:00:33;OFF;false;false;0;54.70;-5.00;95;5558;0;1;26576;-24;0;0;0;OFF;0.00;0;24.9;23.7;0;0;0;0;32801;0
2026-08-07 00:00:43;OFF;false;false;0;54.70;-5.00;95;5558;0;1;26576;-24;0;0;0;OFF;0.00;0;24.9;23.7;0;0;0;0;32801;0
2026-08-07 00:00:53;OFF;false;false;0;54.70;-5.00;95;5558;0;1;26576;-25;0;0;0;OFF;0.00;0;24.9;23.7;0;0;0;0;32801;0
2026-08-07 00:15:03;OFF;false;false;0;54.70;-5.00;95;5552;0;1;26576;-24;0;0;0;OFF;0.00;0;24.9;23.5;0;0;0;0;32801;0
2026-08-07 00:15:13;OFF;false;false;0;54.70;-5.00;95;5552;0;1;26576;-25;0;0;0;OFF;0.00;0;24.9;23.5;0;0;0;0;32801;0
2026-08-07 00:15:23;OFF;false;false;0;54.70;-5.00;95;5552;0;1;26576;-24;0;0;0;OFF;0.00;0;24.9;23.5;0;0;0;0;32801;0
2026-08-07 00:15:33;OFF;false;false;0;54.60;-5.00;95;5552;0;1;26576;-25;0;0;0;OFF;0.00;0;24.9;23.5;0;0;0;0;32801;0
2026-08-07 00:15:43;OFF;false;false;0;54.70;-5.00;95;5552;0;1;26576;-24;0;0;0;OFF;0.00;0;24.9;23.5;0;0;0;0;32801;0
2026-08-07 00:15:53;OFF;false;false;0;54.70;-5.00;95;5552;0;1;26576;-25;0;0;0;OFF;0.00;0;24.9;23.5;0;0;0;0;32801;0
2026-08-07 00:30:13;OFF;false;false;0;54.80;-5.00;95;5547;0;1;26576;-24;0;0;0;OFF;0.00;0;24.9;23.2;0;0;0;0;32801;0
2026-08-07 00:30:23;OFF;false;false;0;54.80;-5.00;95;5547;0;1;26576;-24;0;0;0;OFF;0.00;0;24.9;23.2;0;0;0;0;32801;0
2026-08-07 00:30:33;OFF;false;false;0;54.80;-5.00;95;5547;0;1;26576;-24;0;0;0;OFF;0.00;0;24.9;23.2;0;0;0;0;32801;0
2026-08-07 00:30:43;OFF;false;false;0;54.70;-5.00;95;5547;0;1;26576;-24;0;0;0;OFF;0.00;0;24.9;23.2;0;0;0;0;32801;0
2026-08-07 00:30:53;OFF;false;false;0;54.70;-5.00;95;5547;0;1;26576;-24;0;0;0;OFF;0.00;0;24.9;23.2;0;0;0;0;32801;0
2026-08-07 00:45:08;OFF;false;false;0;54.80;-5.00;95;5541;0;1;26576;-24;0;0;0;OFF;0.00;0;24.9;23;0;0;0;0;32801;0
2026-08-07 00:45:18;OFF;false;false;0;54.70;-5.00;95;5541;0;1;26576;-24;0;0;0;OFF;0.00;0;24.9;23;0;0;0;0;32801;0
2026-08-07 00:45:33;OFF;false;false;0;54.80;-5.00;95;5541;0;1;26576;-25;0;0;0;OFF;0.00;0;24.9;23;0;0;0;0;32801;0
2026-08-07 00:45:43;OFF;false;false;0;54.80;-5.00;95;5541;0;1;26576;-24;0;0;0;OFF;0.00;0;24.9;23;0;0;0;0;32801;0
2026-08-07 00:45:53;OFF;false;false;0;54.90;-5.00;95;5541;0;1;26576;-24;0;0;0;OFF;0.00;0;24.9;23;0;0;0;0;32801;0
2026-08-07 01:00:08;OFF;false;false;0;54.80;-5.00;95;5535;0;1;26576;-24;0;0;0;OFF;0.00;0;24.9;22.8;0;0;0;0;32801;0
2026-08-07 01:00:18;OFF;false;false;0;54.70;-5.00;95;5535;0;1;26576;-24;0;0;0;OFF;0.00;0;24.9;22.8;0;0;0;0;32801;0
2026-08-07 01:00:28;OFF;false;false;0;54.90;-5.00;95;5535;0;1;26576;-24;0;0;0;OFF;0.00;0;24.9;22.8;0;0;0;0;32801;0
2026-08-07 01:00:38;OFF;false;false;0;54.80;-5.00;95;5535;0;1;26576;-25;0;0;0;OFF;0.00;0;24.9;22.8;0;0;0;0;32801;0
2026-08-07 01:00:53;OFF;false;false;0;54.80;-5.00;95;5535;0;1;26576;-25;0;0;0;OFF;0.00;0;24.9;22.8;0;0;0;0;32801;0
2026-08-07 01:15:09;OFF;false;false;0;54.80;-5.00;94;5529;0;1;26576;-24;0;0;0;OFF;0.00;0;24.9;22.6;0;0;0;0;32801;0
2026-08-07 01:15:19;OFF;false;false;0;54.90;-5.00;94;5529;0;1;26576;-24;0;0;0;OFF;0.00;0;24.9;22.6;0;0;0;0;32801;0
2026-08-07 01:15:29;OFF;false;false;0;54.90;-5.00;94;5529;0;1;26576;-24;0;0;0;OFF;0.00;0;24.9;22.6;0;0;0;0;32801;0
2026-08-07 01:15:39;OFF;false;false;0;54.80;-5.00;94;5529;0;1;26576;-24;0;0;0;OFF;0.00;0;24.9;22.6;0;0;0;0;32801;0
2026-08-07 01:15:49;OFF;false;false;0;54.90;-5.00;94;5529;0;1;26576;-24;0;0;0;OFF;0.00;0;24.9;22.6;0;0;0;0;32801;0
2026-08-07 01:15:59;OFF;false;false;0;54.90;-5.00;94;5529;0;1;26576;-25;0;0;0;OFF;0.00;0;24.9;22.6;0;0;0;0;32801;0
2026-08-07 01:30:00;OFF;false;false;0;54.80;-5.00;94;5520;0;1;26576;-24;0;0;0;OFF;0.00;0;22.4;22.4;0;0;0;0;32801;0
2026-08-07 01:30:10;OFF;false;false;0;54.80;-5.00;94;5520;0;1;26576;-25;0;0;0;OFF;0.00;0;22.4;22.4;0;0;0;0;32801;0
2026-08-07 01:30:20;OFF;false;false;0;54.80;-5.00;94;5520;0;1;26576;-24;0;0;0;OFF;0.00;0;22.4;22.4;0;0;0;0;32801;0
2026-08-07 01:30:30;OFF;false;false;0;54.80;-5.00;94;5520;0;1;26576;-25;0;0;0;OFF;0.00;0;22.4;22.4;0;0;0;0;32801;0
2026-08-07 01:30:40;OFF;false;false;0;54.80;-5.00;94;5520;0;1;26576;-24;0;0;0;OFF;0.00;0;22.4;22.4;0;0;0;0;32801;0
2026-08-07 01:30:50;OFF;false;false;0;54.80;-5.00;94;5520;0;1;26576;-24;0;0;0;OFF;0.00;0;22.4;22.4;0;0;0;0;32801;0
2026-08-07 01:45:00;OFF;false;false;0;54.80;-5.00;94;5514;0;1;26576;-24;0;0;0;OFF;0.00;0;22.4;22.1;0;0;0;0;32801;0
2026-08-07 01:45:10;OFF;false;false;0;54.80;-5.00;94;5514;0;1;26576;-24;0;0;0;OFF;0.00;0;22.4;22.1;0;0;0;0;32801;0
2026-08-07 01:45:20;OFF;false;false;0;54.70;-5.00;94;5514;0;1;26576;-24;0;0;0;OFF;0.00;0;22.4;22.1;0;0;0;0;32801;0
2026-08-07 01:45:30;OFF;false;false;0;54.80;-5.00;94;5514;0;1;26576;-24;0;0;0;OFF;0.00;0;22.4;22.1;0;0;0;0;32801;0
2026-08-07 01:45:40;OFF;false;false;0;54.90;-5.00;94;5514;0;1;26576;-25;0;0;0;OFF;0.00;0;22.4;22.1;0;0;0;0;32801;0
2026-08-07 01:45:50;OFF;false;false;0;54.90;-5.00;94;5514;0;1;26576;-24;0;0;0;OFF;0.00;0;22.4;22.1;0;0;0;0;32801;0
2026-08-07 02:00:05;OFF;false;false;0;54.70;-5.00;94;5508;0;1;26576;-24;0;0;0;OFF;0.00;0;22.4;21.8;0;0;0;0;32801;0
2026-08-07 02:00:20;OFF;false;false;0;54.80;-5.00;94;5508;0;1;26576;-24;0;0;0;OFF;0.00;0;22.4;21.8;0;0;0;0;32801;0
2026-08-07 02:00:30;OFF;false;false;0;54.80;-5.00;94;5508;0;1;26576;-24;0;0;0;OFF;0.00;0;22.4;21.8;0;0;0;0;32801;0
2026-08-07 02:00:40;OFF;false;false;0;54.80;-5.00;94;5508;0;1;26576;-25;0;0;0;OFF;0.00;0;22.4;21.8;0;0;0;0;32801;0
2026-08-07 02:00:50;OFF;false;false;0;54.70;-5.00;94;5508;0;1;26576;-24;0;0;0;OFF;0.00;0;22.4;21.8;0;0;0;0;32801;0
2026-08-07 02:15:05;OFF;false;false;0;54.80;-5.00;94;5502;0;1;26576;-24;0;0;0;OFF;0.00;0;22.4;21.5;0;0;0;0;32801;0
2026-08-07 02:15:15;OFF;false;false;0;54.70;-5.00;94;5502;0;1;26576;-24;0;0;0;OFF;0.00;0;22.4;21.5;0;0;0;0;32801;0
2026-08-07 02:15:25;OFF;false;false;0;54.70;-5.00;94;5502;0;1;26576;-24;0;0;0;OFF;0.00;0;22.4;21.5;0;0;0;0;32801;0
2026-08-07 02:15:40;OFF;false;false;0;54.70;-5.00;94;5502;0;1;26576;-24;0;0;0;OFF;0.00;0;22.4;21.4;0;0;0;0;32801;0
2026-08-07 02:15:50;OFF;false;false;0;54.80;-5.00;94;5502;0;1;26576;-25;0;0;0;OFF;0.00;0;22.4;21.5;0;0;0;0;32801;0
2026-08-07 02:30:05;OFF;false;false;0;54.70;-5.00;94;5491;0;1;26576;-24;0;0;0;OFF;0.00;0;22.4;21.1;0;0;0;0;32801;0
2026-08-07 02:30:15;OFF;false;false;0;54.70;-5.00;94;5491;0;1;26576;-24;0;0;0;OFF;0.00;0;22.4;21.1;0;0;0;0;32801;0
2026-08-07 02:30:25;OFF;false;false;0;54.70;-5.00;94;5491;0;1;26576;-25;0;0;0;OFF;0.00;0;22.4;21.1;0;0;0;0;32801;0
2026-08-07 02:30:35;OFF;false;false;0;54.70;-5.00;94;5491;0;1;26568;-24;0;0;0;OFF;0.00;0;22.4;21.1;0;0;0;0;32801;0
2026-08-07 02:30:45;OFF;false;false;0;54.80;-5.00;94;5491;0;1;26576;-24;0;0;0;OFF;0.00;0;22.4;21.1;0;0;0;0;32801;0
2026-08-07 02:45:08;OFF;false;false;0;54.80;-5.00;94;5485;0;1;26568;-24;0;0;0;OFF;0.00;0;22.4;20.8;0;0;0;0;32801;0
2026-08-07 02:45:18;OFF;false;false;0;54.60;-5.00;94;5485;0;1;26568;-24;0;0;0;OFF;0.00;0;22.4;20.7;0;0;0;0;32801;0
2026-08-07 02:45:28;OFF;false;false;0;54.80;-5.00;94;5485;0;1;26568;-24;0;0;0;OFF;0.00;0;22.4;20.7;0;0;0;0;32801;0
2026-08-07 02:45:38;OFF;false;false;0;54.70;-5.00;94;5485;0;1;26568;-25;0;0;0;OFF;0.00;0;22.4;20.7;0;0;0;0;32801;0
2026-08-07 02:45:48;OFF;false;false;0;54.70;-5.00;94;5484;0;1;26568;-25;0;0;0;OFF;0.00;0;22.4;20.7;0;0;0;0;32801;0
2026-08-07 02:45:58;OFF;false;false;0;54.70;-5.00;94;5484;0;1;26568;-24;0;0;0;OFF;0.00;0;22.4;20.7;0;0;0;0;32801;0
2026-08-07 03:00:08;OFF;false;false;0;54.70;-5.00;94;5479;0;1;26568;-24;0;0;0;OFF;0.00;0;22.4;20.5;0;0;0;0;32801;0
2026-08-07 03:00:18;OFF;false;false;0;54.70;-5.00;94;5479;0;1;26568;-25;0;0;0;OFF;0.00;0;22.4;20.4;0;0;0;0;32801;0
2026-08-07 03:00:28;OFF;false;false;0;54.70;-5.00;94;5479;0;1;26568;-24;0;0;0;OFF;0.00;0;22.4;20.4;0;0;0;0;32801;0
2026-08-07 03:00:38;OFF;false;false;0;54.70;-5.00;94;5478;0;1;26568;-24;0;0;0;OFF;0.00;0;22.4;20.4;0;0;0;0;32801;0
2026-08-07 03:00:48;OFF;false;false;0;54.70;-5.00;94;5478;0;1;26568;-25;0;0;0;OFF;0.00;0;22.4;20.4;0;0;0;0;32801;0
2026-08-07 03:00:58;OFF;false;false;0;54.80;-5.00;94;5478;0;1;26568;-24;0;0;0;OFF;0.00;0;22.4;20.4;0;0;0;0;32801;0
2026-08-07 03:15:08;OFF;false;false;0;54.80;-5.00;94;5473;0;1;26568;-24;0;0;0;OFF;0.00;0;22.4;20.2;0;0;0;0;32801;0
2026-08-07 03:15:18;OFF;false;false;0;54.80;-5.00;94;5473;0;1;26568;-24;0;0;0;OFF;0.00;0;22.4;20.2;0;0;0;0;32801;0
2026-08-07 03:15:28;OFF;false;false;0;54.70;-5.00;94;5473;0;1;26568;-24;0;0;0;OFF;0.00;0;22.4;20.1;0;0;0;0;32801;0
2026-08-07 03:15:38;OFF;false;false;0;54.70;-5.00;94;5472;0;1;26568;-24;0;0;0;OFF;0.00;0;22.4;20.2;0;0;0;0;32801;0
2026-08-07 03:15:48;OFF;false;false;0;54.70;-5.00;94;5472;0;1;26568;-24;0;0;0;OFF;0.00;0;22.4;20.1;0;0;0;0;32801;0
2026-08-07 03:15:58;OFF;false;false;0;54.80;-5.00;94;5472;0;1;26560;-24;0;0;0;OFF;0.00;0;22.4;20.1;0;0;0;0;32801;0
2026-08-07 03:30:03;OFF;false;false;0;54.80;-5.00;94;5460;0;1;26560;-24;0;0;0;OFF;0.00;0;22.4;19.9;0;0;0;0;32801;0
2026-08-07 03:30:13;OFF;false;false;0;54.80;-5.00;94;5460;0;1;26560;-24;0;0;0;OFF;0.00;0;22.4;19.9;0;0;0;0;32801;0
2026-08-07 03:30:28;OFF;false;false;0;54.70;-5.00;94;5459;0;1;26560;-24;0;0;0;OFF;0.00;0;22.4;19.9;0;0;0;0;32801;0
2026-08-07 03:30:38;OFF;false;false;0;54.80;-5.00;94;5459;0;1;26568;-24;0;0;0;OFF;0.00;0;22.4;19.9;0;0;0;0;32801;0
2026-08-07 03:30:48;OFF;false;false;0;54.70;-5.00;94;5459;0;1;26560;-24;0;0;0;OFF;0.00;0;22.4;19.9;0;0;0;0;32801;0
2026-08-07 03:30:58;OFF;false;false;0;54.70;-5.00;94;5459;0;1;26560;-24;0;0;0;OFF;0.00;0;22.4;19.9;0;0;0;0;32801;0
2026-08-07 03:45:03;OFF;false;false;0;54.70;-5.00;93;5454;0;1;26560;-24;0;0;0;OFF;0.00;0;22.4;19.7;0;0;0;0;32801;0
2026-08-07 03:45:14;OFF;false;false;0;54.70;-5.00;93;5454;0;1;26560;-24;0;0;0;OFF;0.00;0;22.4;19.7;0;0;0;0;32801;0
2026-08-07 03:45:24;OFF;false;false;0;54.80;-5.00;93;5453;0;1;26560;-24;0;0;0;OFF;0.00;0;22.4;19.7;0;0;0;0;32801;0
2026-08-07 03:45:34;OFF;false;false;0;54.60;-5.00;93;5453;0;1;26560;-24;0;0;0;OFF;0.00;0;22.4;19.7;0;0;0;0;32801;0
2026-08-07 03:45:44;OFF;false;false;0;54.70;-5.00;93;5453;0;1;26560;-24;0;0;0;OFF;0.00;0;22.4;19.7;0;0;0;0;32801;0
2026-08-07 03:45:54;OFF;false;false;0;54.70;-5.00;93;5453;0;1;26560;-24;0;0;0;OFF;0.00;0;22.4;19.7;0;0;0;0;32801;0
2026-08-07 04:00:14;OFF;false;false;0;54.70;-5.00;93;5447;0;1;26568;-25;0;0;0;OFF;0.00;0;22.4;19.5;0;0;0;0;32801;0
