datetime;main_state;backtracking;wind_from_east;active_security_position;angle;target_angle;soc;remaining_capacity;ps_voltage;ps_current;voltage;current;motor_voltage;motor_current;motor_current_peak;motor_state;motor_pwm;daily_motor_power_consumption;pcb_temp;battery_temp;alarms_1;alarms_2;hw_alarms;system_monitor_status;system_monitor_flags;power_section_alarms
2026-08-07 00:00:04;OFF;false;false;0;55.00;-5.00;99;5779;0;1;26632;-25;0;0;0;OFF;0.00;0;24.9;23.6;0;0;0;0;32801;0
2026-08-07 00:00:14;OFF;false;false;0;55.00;-5.00;99;5779;0;1;26632;-25;0;0;0;OFF;0.00;0;24.9;23.6;0;0;0;0;32801;0
2026-08-07 00:00:24;OFF;false;false;0;55.10;-5.00;99;5779;0;1;26632;-25;0;0;0;OFF;0.00;0;24.9;23.6;0;0;0;0;32801;0
2026-08-07 00:00:34;OFF;false;false;0;55.10;-5.00;99;5778;0;1;26624;-25;0;0;0;OFF;0.00;0;24.9;23.6;0;0;0;0;32801;0
2026-08-07 00:00:44;OFF;false;false;0;55.10;-5.00;99;5778;0;1;26632;-25;0;0;0;OFF;0.00;0;24.9;23.6;0;0;0;0;32801;0
2026-08-07 00:00:54;OFF;false;false;0;55.10;-5.00;99;5778;0;1;26624;-25;0;0;0;OFF;0.00;0;24.9;23.5;0;0;0;0;32801;0
2026-08-07 00:15:04;OFF;false;false;0;55.20;-5.00;99;5772;0;1;26632;-25;0;0;0;OFF;0.00;0;24.9;23.3;0;0;0;0;32801;0
2026-08-07 00:15:14;OFF;false;false;0;55.10;-5.00;99;5772;0;1;26624;-25;0;0;0;OFF;0.00;0;24.9;23.3;0;0;0;0;32801;0
2026-08-07 00:15:24;OFF;false;false;0;55.00;-5.00;99;5772;0;1;26624;-25;0;0;0;OFF;0.00;0;24.9;23.3;0;0;0;0;32801;0
2026-08-07 00:15:34;OFF;false;false;0;55.10;-5.00;99;5772;0;1;26632;-25;0;0;0;OFF;0.00;0;24.9;23.3;0;0;0;0;32801;0
2026-08-07 00:15:44;OFF;false;false;0;55.10;-5.00;99;5772;0;1;26624;-25;0;0;0;OFF;0.00;0;24.9;23.3;0;0;0;0;32801;0
2026-08-07 00:15:54;OFF;false;false;0;55.10;-5.00;99;5772;0;1;26632;-25;0;0;0;OFF;0.00;0;24.9;23.3;0;0;0;0;32801;0
2026-08-07 00:30:14;OFF;false;false;0;55.10;-5.00;98;5766;0;1;26624;-25;0;0;0;OFF;0.00;0;24.9;23.1;0;0;0;0;32801;0
2026-08-07 00:30:24;OFF;false;false;0;55.00;-5.00;98;5766;0;1;26624;-25;0;0;0;OFF;0.00;0;24.9;23.1;0;0;0;0;32801;0
2026-08-07 00:30:34;OFF;false;false;0;55.00;-5.00;98;5766;0;1;26632;-25;0;0;0;OFF;0.00;0;24.9;23.1;0;0;0;0;32801;0
2026-08-07 00:30:44;OFF;false;false;0;55.10;-5.00;98;5766;0;1;26632;-25;0;0;0;OFF;0.00;0;24.9;23.1;0;0;0;0;32801;0
2026-08-07 00:30:54;OFF;false;false;0;55.10;-5.00;98;5766;0;1;26632;-25;0;0;0;OFF;0.00;0;24.9;23.1;0;0;0;0;32801;0
2026-08-07 00:45:09;OFF;false;false;0;55.10;-5.00;98;5761;0;1;26624;-25;0;0;0;OFF;0.00;0;24.9;22.9;0;0;0;0;32801;0
2026-08-07 00:45:19;OFF;false;false;0;55.10;-5.00;98;5761;0;1;26624;-25;0;0;0;OFF;0.00;0;24.9;22.9;0;0;0;0;32801;0
2026-08-07 00:45:34;OFF;false;false;0;55.10;-5.00;98;5761;0;1;26624;-25;0;0;0;OFF;0.00;0;24.9;22.9;0;0;0;0;32801;0
2026-08-07 00:45:44;OFF;false;false;0;55.10;-5.00;98;5761;0;1;26632;-25;0;0;0;OFF;0.00;0;24.9;22.9;0;0;0;0;32801;0
2026-08-07 00:45:54;OFF;false;false;0;55.20;-5.00;98;5761;0;1;26632;-25;0;0;0;OFF;0.00;0;24.9;22.9;0;0;0;0;32801;0
2026-08-07 01:00:09;OFF;false;false;0;55.10;-5.00;98;5755;0;1;26632;-25;0;0;0;OFF;0.00;0;24.9;22.7;0;0;0;0;32801;0
2026-08-07 01:00:19;OFF;false;false;0;55.10;-5.00;98;5755;0;1;26624;-25;0;0;0;OFF;0.00;0;24.9;22.7;0;0;0;0;32801;0
