datetime;main_state;backtracking;wind_from_east;active_security_position;angle;target_angle;soc;remaining_capacity;ps_voltage;ps_current;voltage;current;motor_voltage;motor_current;motor_current_peak;motor_state;motor_pwm;daily_motor_power_consumption;pcb_temp;battery_temp;alarms_1;alarms_2;hw_alarms;system_monitor_status;system_monitor_flags;power_section_alarms
2026-08-07 00:00:04;OFF;false;false;0;56.10;-5.00;95;5566;0;1;26616;-24;0;0;0;OFF;0.00;0;24.9;23.8;0;0;0;0;32801;0
2026-08-07 00:00:13;OFF;false;false;0;56.00;-5.00;95;5566;0;1;26616;-25;0;0;0;OFF;0.00;0;24.9;23.8;0;0;0;0;32801;0
2026-08-07 00:00:23;OFF;false;false;0;56.00;-5.00;95;5566;0;1;26616;-24;0;0;0;OFF;0.00;0;24.9;23.8;0;0;0;0;32801;0
2026-08-07 00:00:33;OFF;false;false;0;56.00;-5.00;95;5566;0;1;26616;-24;0;0;0;OFF;0.00;0;24.9;23.8;0;0;0;0;32801;0
2026-08-07 00:00:43;OFF;false;false;0;56.00;-5.00;95;5565;0;1;26616;-24;0;0;0;OFF;0.00;0;24.9;23.8;0;0;0;0;32801;0
2026-08-07 00:00:53;OFF;false;false;0;56.00;-5.00;95;5565;0;1;26616;-24;0;0;0;OFF;0.00;0;24.9;23.8;0;0;0;0;32801;0
2026-08-07 00:15:03;OFF;false;false;0;56.00;-5.00;95;5559;0;1;26616;-24;0;0;0;OFF;0.00;0;24.9;23.5;0;0;0;0;32801;0
2026-08-07 00:15:13;OFF;false;false;0;56.10;-5.00;95;5559;0;1;26616;-24;0;0;0;OFF;0.00;0;24.9;23.5;0;0;0;0;32801;0
2026-08-07 00:15:23;OFF;false;false;0;56.00;-5.00;95;5559;0;1;26616;-24;0;0;0;OFF;0.00;0;24.9;23.5;0;0;0;0;32801;0
2026-08-07 00:15:33;OFF;false;false;0;56.20;-5.00;95;5558;0;1;26616;-25;0;0;0;OFF;0.00;0;24.9;23.5;0;0;0;0;32801;0
2026-08-07 00:15:43;OFF;false;false;0;56.10;-5.00;95;5558;0;1;26616;-25;0;0;0;OFF;0.00;0;24.9;23.5;0;0;0;0;32801;0
2026-08-07 00:15:53;OFF;false;false;0;56.00;-5.00;95;5558;0;1;26616;-24;0;0;0;OFF;0.00;0;24.9;23.5;0;0;0;0;32801;0
2026-08-07 00:30:13;OFF;false;false;0;56.00;-5.00;95;5552;0;1;26616;-25;0;0;0;OFF;0.00;0;24.9;23.3;0;0;0;0;32801;0
2026-08-07 00:30:23;OFF;false;false;0;56.00;-5.00;95;5552;0;1;26616;-24;0;0;0;OFF;0.00;0;24.9;23.3;0;0;0;0;32801;0
2026-08-07 00:30:33;OFF;false;false;0;56.00;-5.00;95;5552;0;1;26616;-24;0;0;0;OFF;0.00;0;24.9;23.3;0;0;0;0;32801;0
2026-08-07 00:30:43;OFF;false;false;0;56.10;-5.00;95;5552;0;1;26616;-25;0;0;0;OFF;0.00;0;24.9;23.3;0;0;0;0;32801;0
2026-08-07 00:30:53;OFF;false;false;0;56.00;-5.00;95;5552;0;1;26616;-25;0;0;0;OFF;0.00;0;24.9;23.3;0;0;0;0;32801;0
2026-08-07 00:45:08;OFF;false;false;0;56.20;-5.00;95;5546;0;1;26616;-24;0;0;0;OFF;0.00;0;24.9;23.1;0;0;0;0;32801;0
